folder,word,prompt
F:D Minimal Pairs - Initial,dial,"clean vector clipart of dial, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
F:D Minimal Pairs - Medial,waddle,"clean vector clipart of waddle, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
F:D Minimal Pairs - Medial,wafer,"clean vector clipart of wafer, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
F:D Minimal Pairs - Medial,cuddle,"clean vector clipart of cuddle, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
F:D Minimal Pairs - Medial,puffy,"clean vector clipart of puffy, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
F:D Minimal Pairs - Medial,laughter,"clean vector clipart of laughter, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
F:D Minimal Pairs - Medial,sadder,"clean vector clipart of sadder, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
F:D Minimal Pairs - Medial,rudder,"clean vector clipart of rudder, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
F:D Minimal Pairs - Medial,rifle,"clean vector clipart of rifle, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
F:D Minimal Pairs - Medial,riding,"clean vector clipart of riding, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
F:D Minimal Pairs - Medial,goofy,"clean vector clipart of goofy, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
F:D Minimal Pairs - Medial,goody,"clean vector clipart of goody, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
F:D Minimal Pairs - Medial,cedar,"clean vector clipart of cedar, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
F:D Minimal Pairs - Medial,toffee,"clean vector clipart of toffee, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
F:D Minimal Pairs - Medial,teddy,"clean vector clipart of teddy, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
F:D Minimal Pairs - Final,good,"clean vector clipart of good, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
F:D Minimal Pairs - Final,odd,"clean vector clipart of odd, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
F:D Minimal Pairs - Final,chef,"clean vector clipart of chef, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
F:D Minimal Pairs - Final,shed,"clean vector clipart of shed, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
F:D Minimal Pairs - Final,wide,"clean vector clipart of wide, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
F:D Minimal Pairs - Final,woof,"clean vector clipart of woof, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
F:D Minimal Pairs - Final,wood,"clean vector clipart of wood, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
F:G Minimal Pairs - Initial,grr,"clean vector clipart of grr, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
F:G Minimal Pairs - Initial,fool,"clean vector clipart of fool, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
F:G Minimal Pairs - Initial,ghoul,"clean vector clipart of ghoul, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
F:G Minimal Pairs - Initial,fuss,"clean vector clipart of fuss, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
F:G Minimal Pairs - Initial,gus,"clean vector clipart of gus, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
F:G Minimal Pairs - Medial,ogre,"clean vector clipart of ogre, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
F:G Minimal Pairs - Medial,loafer,"clean vector clipart of loafer, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
F:G Minimal Pairs - Medial,tagging,"clean vector clipart of tagging, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
F:G Minimal Pairs - Medial,lagging,"clean vector clipart of lagging, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
F:G Minimal Pairs - Medial,cougar,"clean vector clipart of cougar, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
F:G Minimal Pairs - Medial,tugging,"clean vector clipart of tugging, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
F:G Minimal Pairs - Medial,jeffrey,"clean vector clipart of jeffrey, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
F:G Minimal Pairs - Medial,jogging,"clean vector clipart of jogging, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
F:G Minimal Pairs - Final,jeff,"clean vector clipart of jeff, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
F:K Minimal Pairs - Medial,leaky,"clean vector clipart of leaky, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
F:K Minimal Pairs - Final,life,"clean vector clipart of life, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
F:P Minimal Pairs - Initial,port,"clean vector clipart of port, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
F:P Minimal Pairs - Final,flap,"clean vector clipart of flap, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
F:T Minimal Pairs - Initial,ted,"clean vector clipart of ted, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
F:T Minimal Pairs - Final,cut,"clean vector clipart of cut, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
H:B Minimal Pairs - Initial,hot,"clean vector clipart of hot, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
H:B Minimal Pairs - Initial,heat,"clean vector clipart of heat, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
H:D Minimal Pairs - Initial,him,"clean vector clipart of him, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
H:G Minimal Pairs - Initial,hate,"clean vector clipart of hate, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
H:G Minimal Pairs - Initial,has,"clean vector clipart of has, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
H:K Minimal Pairs - Initial,hight,"clean vector clipart of hight, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
H:T Minimal Pairs - Initial,tim,"clean vector clipart of tim, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
J:Z Minimal Pairs - Medial,maizy,"clean vector clipart of maizy, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
J:Z Minimal Pairs - Final,ribs,"clean vector clipart of ribs, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
J:Z Minimal Pairs - Final,ed's,"clean vector clipart of ed's, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
J:Z Minimal Pairs - Final,pays,"clean vector clipart of pays, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
J:Z Minimal Pairs - Final,stays,"clean vector clipart of stays, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
L:Y Minimal Pairs - Initial,lou,"clean vector clipart of lou, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
L:Y Minimal Pairs - Initial,yucky,"clean vector clipart of yucky, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
L:Y Minimal Pairs - Medial,saying,"clean vector clipart of saying, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
L:Y Minimal Pairs - Medial,paying,"clean vector clipart of paying, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
M:B Minimal Pairs - Initial,make,"clean vector clipart of make, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
M:B Minimal Pairs - Medial,tummy,"clean vector clipart of tummy, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
M:B Minimal Pairs - Final,mom,"clean vector clipart of mom, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
M:B Minimal Pairs - Final,gabe,"clean vector clipart of gabe, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
M:B Minimal Pairs - Final,swim,"clean vector clipart of swim, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
N:D Minimal Pairs - Medial,tidy,"clean vector clipart of tidy, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
N:D Minimal Pairs - Medial,sunny,"clean vector clipart of sunny, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
N:D Minimal Pairs - Medial,buddy,"clean vector clipart of buddy, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
N:D Minimal Pairs - Medial,funny,"clean vector clipart of funny, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
N:D Minimal Pairs - Medial,flooding,"clean vector clipart of flooding, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
N:D Minimal Pairs - Medial,anna,"clean vector clipart of anna, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
N:D Minimal Pairs - Final,lean,"clean vector clipart of lean, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
NG:G Minimal Pairs - Final,lug,"clean vector clipart of lug, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
NG:G Minimal Pairs - Final,sang,"clean vector clipart of sang, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
NG:N Minimal Pairs - Final,thing,"clean vector clipart of thing, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
ER:UH Minimal Pairs - Final,hannah,"clean vector clipart of hannah, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
ER:UH Minimal Pairs - Final,peter,"clean vector clipart of peter, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
ER:UH Minimal Pairs - Medial,hurt,"clean vector clipart of hurt, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
ER:UH Minimal Pairs - Medial,curt,"clean vector clipart of curt, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
R:Y Minimal Pairs - Medial,laura,"clean vector clipart of laura, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
R:Y Minimal Pairs - Medial,coral,"clean vector clipart of coral, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
R:Y Minimal Pairs - Medial,tearing,"clean vector clipart of tearing, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
R:Y Minimal Pairs - Medial,leroy,"clean vector clipart of leroy, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
R:Y Minimal Pairs - Medial,oryx,"clean vector clipart of oryx, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
R:Y Minimal Pairs - Final,coy,"clean vector clipart of coy, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
S:B Minimal Pairs - Medial,mossy,"clean vector clipart of mossy, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
S:B Minimal Pairs - Final,toss,"clean vector clipart of toss, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
S:CH Minimal Pairs - Initial,chilly,"clean vector clipart of chilly, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
S:CH Minimal Pairs - Initial,choke,"clean vector clipart of choke, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
S:CH Minimal Pairs - Initial,sunk,"clean vector clipart of sunk, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
S:CH Minimal Pairs - Final,miss,"clean vector clipart of miss, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
S:CH Minimal Pairs - Final,mitch,"clean vector clipart of mitch, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
S:D Minimal Pairs - Final,pass,"clean vector clipart of pass, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
S:D Minimal Pairs - Final,led,"clean vector clipart of led, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
S:G Minimal Pairs - Medial,bragging,"clean vector clipart of bragging, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
S:K Minimal Pairs - Final,talk,"clean vector clipart of talk, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
SH:B Minimal Pairs - Initial,shack,"clean vector clipart of shack, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
SH:B Minimal Pairs - Initial,bought,"clean vector clipart of bought, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
SH:B Minimal Pairs - Medial,fibbing,"clean vector clipart of fibbing, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
SH:B Minimal Pairs - Medial,sunshine,"clean vector clipart of sunshine, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
SH:B Minimal Pairs - Final,mab,"clean vector clipart of mab, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
SH:G MInimal Pairs - Initial,shawn,"clean vector clipart of shawn, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
SH:G MInimal Pairs - Medial,seagull,"clean vector clipart of seagull, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
SH:G MInimal Pairs - Medial,bashing,"clean vector clipart of bashing, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
SH:K Minimal Pairs - Medial,flicking,"clean vector clipart of flicking, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
SH:K Minimal Pairs - Medial,tickle,"clean vector clipart of tickle, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
SH:P Minimal Pairs - Initial,pore,"clean vector clipart of pore, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
SH:P Minimal Pairs - Initial,paul,"clean vector clipart of paul, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
SH:T Minimal Pairs - Medial,dashing,"clean vector clipart of dashing, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
TH:B Minimal Pairs - Initial,they'll,"clean vector clipart of they'll, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
TH:B Minimal Pairs - Medial,another,"clean vector clipart of another, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
TH:D Minimal Pairs - Initial,does,"clean vector clipart of does, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
TH:D Minimal Pairs - Initial,dares,"clean vector clipart of dares, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
TH:D Minimal Pairs - Final,read,"clean vector clipart of read, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
TH:G Minimal Pairs - Initial,glare,"clean vector clipart of glare, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
TH:G Minimal Pairs - Initial,their's,"clean vector clipart of their's, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
TH:G Minimal Pairs - Initial,glares,"clean vector clipart of glares, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
TH:G Minimal Pairs - Medial,bigger,"clean vector clipart of bigger, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
TH:K Minimal Pairs - Initial,threw,"clean vector clipart of threw, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
TH:K Minimal Pairs - Initial,throw,"clean vector clipart of throw, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
TH:K Minimal Pairs - Medial,auther,"clean vector clipart of auther, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
TH:K Minimal Pairs - Medial,whacking,"clean vector clipart of whacking, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
TH:K Minimal Pairs - Medial,baking,"clean vector clipart of baking, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
TH:K Minimal Pairs - Medial,sunken,"clean vector clipart of sunken, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
TH:K Minimal Pairs - Final,path,"clean vector clipart of path, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
TH:K Minimal Pairs - Final,faith,"clean vector clipart of faith, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
TH:K Minimal Pairs - Final,brock,"clean vector clipart of brock, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
TH:P Minimal Pairs - Initial,pro,"clean vector clipart of pro, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
TH:P Minimal Pairs - Initial,thicker,"clean vector clipart of thicker, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
TH:P Minimal Pairs - Medial,upper,"clean vector clipart of upper, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
TH:P Minimal Pairs - Medial,athlete,"clean vector clipart of athlete, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
TH:P Minimal Pairs - Medial,cathy,"clean vector clipart of cathy, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
TH:P Minimal Pairs - Medial,ethan,"clean vector clipart of ethan, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
TH:P Minimal Pairs - Final,wrath,"clean vector clipart of wrath, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
TH:P Minimal Pairs - Final,burp,"clean vector clipart of burp, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
TH:T Minimal Pairs - Initial,taught,"clean vector clipart of taught, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
V:D Minimal Pairs - Medial,living,"clean vector clipart of living, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
V:D Minimal Pairs - Medial,saving,"clean vector clipart of saving, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
V:D Minimal Pairs - Medial,shaving,"clean vector clipart of shaving, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
V:D Minimal Pairs - Final,pave,"clean vector clipart of pave, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
V:D Minimal Pairs - Final,wade,"clean vector clipart of wade, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
V:G Minimal Pairs - Medial,diving,"clean vector clipart of diving, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
V:K Minimal Pairs - Initial,kyle,"clean vector clipart of kyle, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
V:K Minimal Pairs - Initial,kind,"clean vector clipart of kind, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
V:K Minimal Pairs - Medial,leaving,"clean vector clipart of leaving, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
V:K Minimal Pairs - Medial,loving,"clean vector clipart of loving, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
V:T Minimal Pairs - Initial,typer,"clean vector clipart of typer, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
V:T Minimal Pairs - Medial,rover,"clean vector clipart of rover, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
Z:B Minimal Pairs - Initial,brainy,"clean vector clipart of brainy, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
Z:B Minimal Pairs - Medial,nuzzle,"clean vector clipart of nuzzle, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
Z:B Minimal Pairs - Medial,number,"clean vector clipart of number, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
Z:B Minimal Pairs - Medial,izzy,"clean vector clipart of izzy, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
Z:D Minimal Pairs - Initial,zig,"clean vector clipart of zig, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
Z:D Minimal Pairs - Initial,danny,"clean vector clipart of danny, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
Z:D Minimal Pairs - Initial,zipping,"clean vector clipart of zipping, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
Z:G Minimal Pairs - Initial,going,"clean vector clipart of going, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
Z:G Minimal Pairs - Initial,zippy,"clean vector clipart of zippy, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
Z:G Minimal Pairs - Medial,buzzy,"clean vector clipart of buzzy, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
Z:G Minimal Pairs - Final,fizz,"clean vector clipart of fizz, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
Z:K Minimal Pairs - Medial,hiking,"clean vector clipart of hiking, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
Z:K Minimal Pairs - Medial,poking,"clean vector clipart of poking, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
Z:K Minimal Pairs - Final,buys,"clean vector clipart of buys, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
Z:K Minimal Pairs - Final,haze,"clean vector clipart of haze, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
Z:P Minimal Pairs - Medial,grazing,"clean vector clipart of grazing, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
Z:P Minimal Pairs - Medial,losing,"clean vector clipart of losing, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
Z:P Minimal Pairs - Medial,teasing,"clean vector clipart of teasing, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
Z:P Minimal Pairs - Final,noise,"clean vector clipart of noise, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
Z:P Minimal Pairs - Final,nope,"clean vector clipart of nope, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
Z:T Minimal Pairs - Medial,looting,"clean vector clipart of looting, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
Z:T Minimal Pairs - Final,cheat,"clean vector clipart of cheat, centered, isolated, plain white background, minimal style, bold outline, no text, square composition"
